Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,adm,AGOURA HIGH SCHOOL,Hispanic/ Latino,13
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,app,AGOURA HIGH SCHOOL,Hispanic/ Latino,21
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,enr,AGOURA HIGH SCHOOL,African American,
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,adm,AGOURA HIGH SCHOOL,African American,3
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,app,AGOURA HIGH SCHOOL,African American,9
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,enr,AGOURA HIGH SCHOOL,All,63
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,adm,AGOURA HIGH SCHOOL,All,115
AGOURA HIGH SCHOOL50003,Agoura Hills,Los Angeles,app,AGOURA HIGH SCHOOL,All,185
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,enr,ALAIN LEROY LOCKE COLLEGE PREP,Hispanic/ Latino,10
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,adm,ALAIN LEROY LOCKE COLLEGE PREP,Hispanic/ Latino,24
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,app,ALAIN LEROY LOCKE COLLEGE PREP,Hispanic/ Latino,59
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,enr,ALAIN LEROY LOCKE COLLEGE PREP,African American,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,adm,ALAIN LEROY LOCKE COLLEGE PREP,African American,
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,app,ALAIN LEROY LOCKE COLLEGE PREP,African American,5
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,enr,ALAIN LEROY LOCKE COLLEGE PREP,All,11
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,adm,ALAIN LEROY LOCKE COLLEGE PREP,All,27
ALAIN LEROY LOCKE COLLEGE PREP54367,Los Angeles,Los Angeles,app,ALAIN LEROY LOCKE COLLEGE PREP,All,66
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,enr,ALAMEDA COMMUNITY LEARNING CTR,White,6
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,adm,ALAMEDA COMMUNITY LEARNING CTR,White,6
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,app,ALAMEDA COMMUNITY LEARNING CTR,White,7
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,enr,ALAMEDA COMMUNITY LEARNING CTR,Asian,3
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,adm,ALAMEDA COMMUNITY LEARNING CTR,Asian,8
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,app,ALAMEDA COMMUNITY LEARNING CTR,Asian,9
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,enr,ALAMEDA COMMUNITY LEARNING CTR,Hispanic/ Latino,
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,adm,ALAMEDA COMMUNITY LEARNING CTR,Hispanic/ Latino,4
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,app,ALAMEDA COMMUNITY LEARNING CTR,Hispanic/ Latino,5
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,enr,ALAMEDA COMMUNITY LEARNING CTR,All,11
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,adm,ALAMEDA COMMUNITY LEARNING CTR,All,21
ALAMEDA COMMUNITY LEARNING CTR50011,Alameda,Alameda,app,ALAMEDA COMMUNITY LEARNING CTR,All,25
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,Domestic Unknown,
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,Domestic Unknown,4
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,Domestic Unknown,6
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,White,22
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,White,37
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,White,50
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,Asian,71
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,Asian,100
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,Asian,124
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,Hispanic/ Latino,5
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,Hispanic/ Latino,8
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,Hispanic/ Latino,12
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,African American,5
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,African American,8
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,African American,14
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,enr,ALAMEDA HIGH SCHOOL,All,107
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,adm,ALAMEDA HIGH SCHOOL,All,161
ALAMEDA HIGH SCHOOL50005,Alameda,Alameda,app,ALAMEDA HIGH SCHOOL,All,210
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,enr,ALAMEDA SCIENCE & TECHLGY INST,Asian,13
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,adm,ALAMEDA SCIENCE & TECHLGY INST,Asian,18
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,app,ALAMEDA SCIENCE & TECHLGY INST,Asian,26
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,enr,ALAMEDA SCIENCE & TECHLGY INST,Hispanic/ Latino,3
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,adm,ALAMEDA SCIENCE & TECHLGY INST,Hispanic/ Latino,4
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,app,ALAMEDA SCIENCE & TECHLGY INST,Hispanic/ Latino,6
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,enr,ALAMEDA SCIENCE & TECHLGY INST,All,19
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,adm,ALAMEDA SCIENCE & TECHLGY INST,All,26
ALAMEDA SCIENCE & TECHLGY INST50029,Alameda,Alameda,app,ALAMEDA SCIENCE & TECHLGY INST,All,38
ALBANY HIGH SCHOOL50035,Albany,Alameda,enr,ALBANY HIGH SCHOOL,White,18
ALBANY HIGH SCHOOL50035,Albany,Alameda,adm,ALBANY HIGH SCHOOL,White,36
ALBANY HIGH SCHOOL50035,Albany,Alameda,app,ALBANY HIGH SCHOOL,White,49
ALBANY HIGH SCHOOL50035,Albany,Alameda,enr,ALBANY HIGH SCHOOL,Asian,29
ALBANY HIGH SCHOOL50035,Albany,Alameda,adm,ALBANY HIGH SCHOOL,Asian,48
ALBANY HIGH SCHOOL50035,Albany,Alameda,app,ALBANY HIGH SCHOOL,Asian,60
ALBANY HIGH SCHOOL50035,Albany,Alameda,enr,ALBANY HIGH SCHOOL,Hispanic/ Latino,5
ALBANY HIGH SCHOOL50035,Albany,Alameda,adm,ALBANY HIGH SCHOOL,Hispanic/ Latino,9
ALBANY HIGH SCHOOL50035,Albany,Alameda,app,ALBANY HIGH SCHOOL,Hispanic/ Latino,19
ALBANY HIGH SCHOOL50035,Albany,Alameda,enr,ALBANY HIGH SCHOOL,African American,
ALBANY HIGH SCHOOL50035,Albany,Alameda,adm,ALBANY HIGH SCHOOL,African American,5
ALBANY HIGH SCHOOL50035,Albany,Alameda,app,ALBANY HIGH SCHOOL,African American,9
ALBANY HIGH SCHOOL50035,Albany,Alameda,enr,ALBANY HIGH SCHOOL,All,57
ALBANY HIGH SCHOOL50035,Albany,Alameda,adm,ALBANY HIGH SCHOOL,All,102
ALBANY HIGH SCHOOL50035,Albany,Alameda,app,ALBANY HIGH SCHOOL,All,142
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,enr,ALBERT EINSTEIN LETTER ART SCI,White,15
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,adm,ALBERT EINSTEIN LETTER ART SCI,White,16
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,app,ALBERT EINSTEIN LETTER ART SCI,White,18
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,enr,ALBERT EINSTEIN LETTER ART SCI,Asian,
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,adm,ALBERT EINSTEIN LETTER ART SCI,Asian,4
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,app,ALBERT EINSTEIN LETTER ART SCI,Asian,5
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,enr,ALBERT EINSTEIN LETTER ART SCI,All,19
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,adm,ALBERT EINSTEIN LETTER ART SCI,All,23
ALBERT EINSTEIN LETTER ART SCI54493,Valencia,Los Angeles,app,ALBERT EINSTEIN LETTER ART SCI,All,27
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,enr,ALEXANDER HAMILTON HIGH SCHOOL,White,17
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,adm,ALEXANDER HAMILTON HIGH SCHOOL,White,33
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,app,ALEXANDER HAMILTON HIGH SCHOOL,White,42
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,enr,ALEXANDER HAMILTON HIGH SCHOOL,Asian,12
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,adm,ALEXANDER HAMILTON HIGH SCHOOL,Asian,14
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,app,ALEXANDER HAMILTON HIGH SCHOOL,Asian,18
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,enr,ALEXANDER HAMILTON HIGH SCHOOL,Hispanic/ Latino,45
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,adm,ALEXANDER HAMILTON HIGH SCHOOL,Hispanic/ Latino,67
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,app,ALEXANDER HAMILTON HIGH SCHOOL,Hispanic/ Latino,108
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,enr,ALEXANDER HAMILTON HIGH SCHOOL,African American,10
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,adm,ALEXANDER HAMILTON HIGH SCHOOL,African American,19
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,app,ALEXANDER HAMILTON HIGH SCHOOL,African American,43
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,enr,ALEXANDER HAMILTON HIGH SCHOOL,All,85
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,adm,ALEXANDER HAMILTON HIGH SCHOOL,All,136
ALEXANDER HAMILTON HIGH SCHOOL51525,Los Angeles,Los Angeles,app,ALEXANDER HAMILTON HIGH SCHOOL,All,217
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,enr,ALHAMBRA HIGH SCHOOL,Asian,57
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,adm,ALHAMBRA HIGH SCHOOL,Asian,87
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,app,ALHAMBRA HIGH SCHOOL,Asian,147
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,enr,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,6
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,adm,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,12
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,app,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,46
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,enr,ALHAMBRA HIGH SCHOOL,African American,
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,adm,ALHAMBRA HIGH SCHOOL,African American,
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,app,ALHAMBRA HIGH SCHOOL,African American,5
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,enr,ALHAMBRA HIGH SCHOOL,All,64
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,adm,ALHAMBRA HIGH SCHOOL,All,103
ALHAMBRA HIGH SCHOOL50050,Alhambra,Los Angeles,app,ALHAMBRA HIGH SCHOOL,All,203
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,enr,ALHAMBRA HIGH SCHOOL,White,10
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,adm,ALHAMBRA HIGH SCHOOL,White,15
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,app,ALHAMBRA HIGH SCHOOL,White,24
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,enr,ALHAMBRA HIGH SCHOOL,Asian,7
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,adm,ALHAMBRA HIGH SCHOOL,Asian,9
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,app,ALHAMBRA HIGH SCHOOL,Asian,9
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,enr,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,adm,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,app,ALHAMBRA HIGH SCHOOL,Hispanic/ Latino,7
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,enr,ALHAMBRA HIGH SCHOOL,All,18
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,adm,ALHAMBRA HIGH SCHOOL,All,27
ALHAMBRA HIGH SCHOOL51915,Martinez,Contra Costa,app,ALHAMBRA HIGH SCHOOL,All,42
ALISAL HIGH SCHOOL52742,Salinas,Monterey,enr,ALISAL HIGH SCHOOL,Hispanic/ Latino,39
ALISAL HIGH SCHOOL52742,Salinas,Monterey,adm,ALISAL HIGH SCHOOL,Hispanic/ Latino,63
ALISAL HIGH SCHOOL52742,Salinas,Monterey,app,ALISAL HIGH SCHOOL,Hispanic/ Latino,100
ALISAL HIGH SCHOOL52742,Salinas,Monterey,enr,ALISAL HIGH SCHOOL,All,39
ALISAL HIGH SCHOOL52742,Salinas,Monterey,adm,ALISAL HIGH SCHOOL,All,63
ALISAL HIGH SCHOOL52742,Salinas,Monterey,app,ALISAL HIGH SCHOOL,All,106
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,Inter- national,
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,Inter- national,3
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,Inter- national,5
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,White,36
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,White,52
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,White,95
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,Asian,29
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,Asian,50
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,Asian,69
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,Hispanic/ Latino,8
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,Hispanic/ Latino,15
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,Hispanic/ Latino,25
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,African American,5
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,African American,6
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,African American,9
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,enr,ALISO NIGUEL HIGH SCHOOL,All,83
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,adm,ALISO NIGUEL HIGH SCHOOL,All,130
ALISO NIGUEL HIGH SCHOOL51324,Aliso Viejo,Orange,app,ALISO NIGUEL HIGH SCHOOL,All,211
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,enr,ALLIANCE CINDY/BILL SIMON TECH,Hispanic/ Latino,22
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,adm,ALLIANCE CINDY/BILL SIMON TECH,Hispanic/ Latino,30
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,app,ALLIANCE CINDY/BILL SIMON TECH,Hispanic/ Latino,47
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,enr,ALLIANCE CINDY/BILL SIMON TECH,All,24
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,adm,ALLIANCE CINDY/BILL SIMON TECH,All,32
ALLIANCE CINDY/BILL SIMON TECH51804,Los Angeles,Los Angeles,app,ALLIANCE CINDY/BILL SIMON TECH,All,54
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,enr,ALLIANCE COLLINS FAMILY COLRDY,Hispanic/ Latino,18
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,adm,ALLIANCE COLLINS FAMILY COLRDY,Hispanic/ Latino,37
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,app,ALLIANCE COLLINS FAMILY COLRDY,Hispanic/ Latino,76
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,enr,ALLIANCE COLLINS FAMILY COLRDY,All,20
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,adm,ALLIANCE COLLINS FAMILY COLRDY,All,39
ALLIANCE COLLINS FAMILY COLRDY54118,Huntington Park,Los Angeles,app,ALLIANCE COLLINS FAMILY COLRDY,All,78
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,enr,ALLIANCE DR OLGA MOHAN HIGH SC,All,18
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,adm,ALLIANCE DR OLGA MOHAN HIGH SC,All,32
ALLIANCE DR OLGA MOHAN HIGH SC51779,Los Angeles,Los Angeles,app,ALLIANCE DR OLGA MOHAN HIGH SC,All,46
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,enr,ALLIANCE GERTZ-RESSLER HIGH SC,Hispanic/ Latino,14
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,adm,ALLIANCE GERTZ-RESSLER HIGH SC,Hispanic/ Latino,30
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,app,ALLIANCE GERTZ-RESSLER HIGH SC,Hispanic/ Latino,47
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,enr,ALLIANCE GERTZ-RESSLER HIGH SC,All,15
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,adm,ALLIANCE GERTZ-RESSLER HIGH SC,All,31
ALLIANCE GERTZ-RESSLER HIGH SC53983,Los Angeles,Los Angeles,app,ALLIANCE GERTZ-RESSLER HIGH SC,All,49
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,enr,ALLIANCE JUDY BURTON TECH ACAD,Hispanic/ Latino,26
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,adm,ALLIANCE JUDY BURTON TECH ACAD,Hispanic/ Latino,40
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,app,ALLIANCE JUDY BURTON TECH ACAD,Hispanic/ Latino,58
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,enr,ALLIANCE JUDY BURTON TECH ACAD,All,28
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,adm,ALLIANCE JUDY BURTON TECH ACAD,All,44
ALLIANCE JUDY BURTON TECH ACAD54088,Los Angeles,Los Angeles,app,ALLIANCE JUDY BURTON TECH ACAD,All,64
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,enr,ALLIANCE LEICHTMAN-LEVINE ESHS,Hispanic/ Latino,15
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,adm,ALLIANCE LEICHTMAN-LEVINE ESHS,Hispanic/ Latino,35
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,app,ALLIANCE LEICHTMAN-LEVINE ESHS,Hispanic/ Latino,53
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,enr,ALLIANCE LEICHTMAN-LEVINE ESHS,All,20
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,adm,ALLIANCE LEICHTMAN-LEVINE ESHS,All,43
ALLIANCE LEICHTMAN-LEVINE ESHS54360,Los Angeles,Los Angeles,app,ALLIANCE LEICHTMAN-LEVINE ESHS,All,62
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Los Angeles,enr,ALLIANCE MORGAN MCKINZIE HS,All,9
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Los Angeles,adm,ALLIANCE MORGAN MCKINZIE HS,All,17
ALLIANCE MORGAN MCKINZIE HS54346,Los Angeles,Los Angeles,app,ALLIANCE MORGAN MCKINZIE HS,All,37
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,enr,ALLIANCE OUCHI-O'DONOVAN 6-12,Hispanic/ Latino,10
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,adm,ALLIANCE OUCHI-O'DONOVAN 6-12,Hispanic/ Latino,13
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,app,ALLIANCE OUCHI-O'DONOVAN 6-12,Hispanic/ Latino,35
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,enr,ALLIANCE OUCHI-O'DONOVAN 6-12,All,10
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,adm,ALLIANCE OUCHI-O'DONOVAN 6-12,All,14
ALLIANCE OUCHI-O'DONOVAN 6-1251598,Los Angeles,Los Angeles,app,ALLIANCE OUCHI-O'DONOVAN 6-12,All,38
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,enr,ALLIANCE PATTI & PETER ACADEMY,Domestic Unknown,
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,adm,ALLIANCE PATTI & PETER ACADEMY,Domestic Unknown,
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,app,ALLIANCE PATTI & PETER ACADEMY,Domestic Unknown,5
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,enr,ALLIANCE PATTI & PETER ACADEMY,Hispanic/ Latino,20
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,adm,ALLIANCE PATTI & PETER ACADEMY,Hispanic/ Latino,38
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,app,ALLIANCE PATTI & PETER ACADEMY,Hispanic/ Latino,73
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,enr,ALLIANCE PATTI & PETER ACADEMY,All,22
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,adm,ALLIANCE PATTI & PETER ACADEMY,All,42
ALLIANCE PATTI & PETER ACADEMY54218,Los Angeles,Los Angeles,app,ALLIANCE PATTI & PETER ACADEMY,All,83
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,enr,ALLIANCE PIERA BARBAGLIA HSA,Hispanic/ Latino,10
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,adm,ALLIANCE PIERA BARBAGLIA HSA,Hispanic/ Latino,16
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,app,ALLIANCE PIERA BARBAGLIA HSA,Hispanic/ Latino,25
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,enr,ALLIANCE PIERA BARBAGLIA HSA,All,11
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,adm,ALLIANCE PIERA BARBAGLIA HSA,All,19
ALLIANCE PIERA BARBAGLIA HSA54361,Los Angeles,Los Angeles,app,ALLIANCE PIERA BARBAGLIA HSA,All,30
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,enr,ALLIANCE RENEE & MEYER LUSKIN,Hispanic/ Latino,16
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,adm,ALLIANCE RENEE & MEYER LUSKIN,Hispanic/ Latino,20
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,app,ALLIANCE RENEE & MEYER LUSKIN,Hispanic/ Latino,34
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,enr,ALLIANCE RENEE & MEYER LUSKIN,African American,
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,adm,ALLIANCE RENEE & MEYER LUSKIN,African American,
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,app,ALLIANCE RENEE & MEYER LUSKIN,African American,6
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,enr,ALLIANCE RENEE & MEYER LUSKIN,All,16
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,adm,ALLIANCE RENEE & MEYER LUSKIN,All,21
ALLIANCE RENEE & MEYER LUSKIN51663,Los Angeles,Los Angeles,app,ALLIANCE RENEE & MEYER LUSKIN,All,40
